P-150,U4,101,120,0,159,174,42
P-345,U4,0,199,88,78,246,131
P-265,U4,186,271,0,244,318,60
P-310,U4,0,181,133,59,246,176
P-86,U4,94,0,0,157,41,65
P-270,U4,0,124,43,70,176,90
P-320,U4,0,67,43,64,124,96
P-69,U4,78,149,127,132,233,174
P-3,U4,0,69,0,101,120,42
P-188,U4,73,0,122,159,51,173
P-15,U4,86,184,43,146,233,127
P-352,U4,0,120,0,89,186,43
P-71,U4,96,174,0,156,273,43
P-275,U4,102,273,0,179,318,74
P-222,U4,0,80,96,73,168,137
P-232,U4,160,0,0,244,67,47
P-16,U4,0,225,196,63,318,244
P-199,U4,0,0,58,58,67,131
P-236,U4,188,262,153,244,318,244
P-304,U4,0,134,176,51,223,244
P-162,U4,179,74,0,244,120,104
P-181,U4,58,0,65,156,58,122
P-126,U4,101,233,92,165,318,152
P-148,U4,86,135,53,186,184,120
P-112,U4,165,0,47,244,63,114
P-180,U4,51,150,185,131,221,244
P-109,U4,165,220,74,244,318,118
P-329,U4,0,0,0,94,65,58
P-295,U4,175,0,135,244,49,244
P-212,U4,148,137,139,196,211,244
P-284,U4,108,63,134,160,133,244
P-366,U4,188,129,0,244,200,105
P-157,U4,0,264,0,88,318,88
P-82,U4,63,221,178,134,318,244
P-9,U4,156,200,0,244,271,73
P-273,U4,0,0,159,71,79,244
P-319,U4,196,133,143,244,235,244
P-125,U4,73,67,43,164,135,128
P-45,U4,0,246,97,91,318,178
P-282,U4,134,211,152,188,318,244
P-36,U4,0,186,0,86,264,80
P-277,U4,0,80,139,108,134,244
P-145,U4,169,54,138,244,133,244
P-393,U5,49,90,100,96,134,165
P-272,U5,204,254,210,244,318,285
P-385,U5,72,0,97,120,64,137
P-326,U5,193,100,89,244,184,134
P-357,U5,116,102,138,174,142,194
P-380,U5,0,277,229,62,318,285
P-248,U5,0,0,44,67,77,96
P-291,U5,170,184,65,244,265,105
P-75,U5,170,233,0,244,318,43
P-92,U5,186,107,0,244,165,65
P-336,U5,172,165,0,244,233,49
P-378,U5,155,259,122,244,318,175
P-26,U5,90,245,0,146,318,69
P-327,U5,74,103,0,170,161,44
P-313,U5,0,176,106,54,230,197
P-185,U5,177,0,0,244,100,42
P-97,U5,151,265,45,244,318,98
P-1,U5,0,83,45,99,136,100
P-221,U5,68,250,135,112,318,184
P-40,U5,0,83,0,70,173,45
P-44,U5,54,146,87,94,230,136
P-19,U5,70,163,0,121,232,87
P-147,U5,0,0,161,65,55,207
P-117,U5,0,77,110,49,129,175
P-216,U5,0,0,0,64,83,44
P-49,U5,121,171,0,161,240,100
P-42,U5,0,230,0,62,271,109
P-353,U5,81,257,69,151,318,135
P-266,U5,67,0,0,120,61,88
P-280,U5,0,0,224,53,90,285
P-17,U5,0,173,0,63,230,83
P-136,U5,178,203,109,244,250,211
P-226,U5,0,0,96,72,74,156
P-360,U5,99,83,44,175,163,97
P-163,U5,120,0,5,169,83,88
P-68,U5,0,271,0,81,317,92
P-238,U5,175,0,148,244,102,198
P-187,U5,53,0,207,107,84,285
P-217,U5,102,152,130,174,230,204
P-6,U5,107,0,201,163,91,285
P-264,U5,176,146,225,244,254,285
P-106,U5,72,0,140,164,90,194
P-168,U5,0,230,110,68,318,197
P-10,U5,174,118,134,244,203,222
P-129,U5,0,94,175,85,153,285
P-73,U5,90,119,222,176,223,285
P-299,U5,164,0,198,244,83,285
P-300,U5,175,3,47,244,100,148
P-134,U5,0,153,197,80,250,285
P-297,U5,73,250,184,176,318,285
P-23,U6,98,173,0,149,223,110
P-214,U6,183,83,0,244,141,81
P-207,U6,0,223,75,70,318,120
P-103,U6,100,95,0,144,173,102
P-350,U6,105,0,200,165,69,285
P-224,U6,188,98,110,244,197,178
P-124,U6,190,0,181,244,72,285
P-46,U6,0,66,0,62,137,94
P-183,U6,0,0,213,105,57,285
P-94,U6,178,0,96,244,98,163
P-219,U6,0,165,191,61,241,285
P-2,U6,109,219,110,165,318,191
P-285,U6,136,264,204,244,318,285
P-50,U6,96,109,110,169,213,174
P-252,U6,100,0,0,148,95,110
P-20,U6,188,109,179,244,197,285
P-142,U6,170,0,0,244,83,92
P-255,U6,0,144,0,98,208,96
P-139,U6,169,222,110,244,318,194
P-333,U6,96,69,200,168,169,285
P-215,U6,99,177,205,188,264,285
P-133,U6,0,227,127,109,318,190
P-41,U6,176,228,0,244,318,104
P-283,U6,0,0,0,100,66,97
P-356,U6,0,241,190,99,318,285
P-274,U6,0,208,0,88,318,75
P-211,U6,149,142,0,244,223,96
P-105,U6,0,57,205,95,160,285
P-394,U6,96,0,110,177,109,200
P-346,U6,0,93,104,95,203,187
P-165,U6,0,0,97,96,93,200
P-365,U6,88,223,0,176,318,110
P-324,U1,49,185,11,89,226,79
P-387,U1,182,168,0,224,264,47
P-29,U1,138,0,15,224,62,68
P-27,U1,51,126,100,100,219,162
P-257,U1,6,70,75,60,121,142
P-305,U1,89,172,0,147,225,63
P-206,U1,183,271,0,224,318,60
P-171,U1,174,263,69,224,318,162
P-32,U1,180,193,64,224,263,162
P-278,U1,94,0,0,138,80,73
P-12,U1,0,161,0,48,241,88
P-120,U1,128,98,0,176,172,91
P-123,U1,0,47,0,43,87,62
P-169,U1,176,95,68,224,182,162
P-391,U1,63,87,0,128,160,87
P-220,U1,0,247,118,104,318,162
P-384,U1,0,87,2,60,156,75
P-39,U1,71,62,101,167,126,162
P-146,U1,118,218,117,174,318,162
P-335,U1,167,0,71,224,95,162
P-231,U1,0,137,94,49,233,162
P-392,U1,50,0,0,90,87,63
P-337,U1,90,278,15,167,318,117
P-362,U1,101,126,101,176,212,162
P-398,U1,89,226,0,174,278,103
P-78,U1,0,244,14,42,318,118
P-354,U1,10,0,92,62,70,162
P-66,U1,0,0,0,50,47,86
P-166,U1,64,0,78,167,62,162
P-122,U1,43,241,0,89,318,104
P-258,U2,102,247,0,157,318,82
P-242,U2,171,249,0,224,318,89
P-363,U2,59,101,0,126,173,79
P-244,U2,59,243,86,121,318,162
P-247,U2,44,111,100,123,209,162
P-170,U2,0,67,81,100,111,162
P-225,U2,63,173,0,117,241,93
P-227,U2,151,92,103,224,188,162
P-230,U2,43,270,0,89,318,86
P-85,U2,117,173,0,161,220,68
P-99,U2,0,0,0,68,71,70
P-397,U2,0,71,0,51,130,80
P-164,U2,122,0,122,224,87,162
P-177,U2,183,219,99,224,318,143
P-234,U2,181,0,0,224,104,65
P-209,U2,0,140,87,44,212,162
P-152,U2,68,52,0,125,101,67
P-141,U2,0,248,0,43,318,87
P-400,U2,68,0,0,118,52,64
P-342,U2,0,175,0,63,241,78
P-208,U2,126,107,0,215,157,102
P-14,U2,0,130,0,46,175,81
P-344,U2,135,0,67,224,92,122
P-253,U2,175,157,0,224,248,99
P-176,U2,123,188,100,183,290,162
P-54,U2,0,212,111,59,318,162
P-87,U2,128,0,0,181,107,54
P-343,U2,0,0,85,107,67,162
P-80,U3,141,233,0,185,318,43
P-37,U3,0,242,0,51,318,59
P-25,U3,0,118,0,44,171,77
P-57,U3,0,235,96,59,318,160
P-315,U3,144,243,74,197,318,124
P-172,U3,91,176,0,167,227,71
P-5,U3,44,118,0,108,176,88
P-202,U3,51,224,0,91,318,52
P-189,U3,0,0,0,63,56,87
P-371,U3,91,227,0,139,318,52
P-167,U3,197,218,74,244,318,124
P-218,U3,64,0,88,123,77,178
P-59,U3,7,0,159,56,79,244
P-192,U3,168,153,0,244,227,54
P-307,U3,43,79,162,139,122,244
P-130,U3,51,176,0,91,221,78
P-186,U3,137,100,78,184,193,162
P-381,U3,0,178,0,48,242,69
P-341,U3,157,96,0,244,153,72
P-317,U3,63,0,9,116,86,59
P-369,U3,0,92,88,84,167,146
P-198,U3,185,234,0,244,318,74
P-289,U3,0,79,174,43,145,244
P-375,U3,0,159,177,48,256,244
P-261,U3,123,0,79,165,100,156
P-373,U3,0,256,160,72,318,244
P-28,U3,72,223,163,136,318,244
P-35,U3,116,0,0,179,83,72
P-339,U3,168,0,102,244,76,156
P-269,U3,186,75,170,244,131,244
P-76,U3,204,0,0,244,96,92
P-249,U3,0,174,88,67,229,177
P-11,U3,189,96,82,244,176,163
P-93,U3,156,250,152,244,318,244
P-355,U3,112,114,0,157,174,52
P-256,U3,0,0,93,64,92,159
P-263,U3,48,125,188,131,223,244
P-314,U3,84,122,95,137,206,188
P-79,U3,182,0,158,244,75,244
P-179,U3,0,56,0,63,118,73
P-276,U3,63,0,182,109,69,244
P-62,U3,139,0,156,182,92,244
P-96,U3,137,193,124,221,243,189
P-58,U3,142,131,189,244,226,244
P-102,U3,67,212,82,131,318,152
